"NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","TX_PROV_DESCR_NL","TX_PROV_DESCR_FR","TX_RGN_DESCR_NL","TX_RGN_DESCR_FR","CASES"
"24104","Tervuren","Tervuren","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","110"
"24107","Tienen","Tirlemont","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","243"
"24109","Tremelo","Tremelo","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","43"
"24130","Zoutleeuw","LÃ©au","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","87"
"24133","Linter","Linter","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","35"
"24134","Scherpenheuvel-Zichem","Montaigu-Zichem","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","112"
"24135","Tielt-Winge","Tielt-Winge","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","33"
"24137","Glabbeek","Glabbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","30"
"25005","Bevekom","Beauvechain","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","13"
"25014","Eigenbrakel","Braine-lâAlleud","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","175"
"25015","Kasteelbrakel","Braine-le-ChÃ¢teau","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","26"
"25018","Chaumont-Gistoux","Chaumont-Gistoux","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","31"
"25023","Court-Saint-Etienne","Court-Saint-Etienne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","30"
"25031","GenepiÃ«n","Genappe","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","79"
"25037","Graven","Grez-Doiceau","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","41"
"25043","Incourt","Incourt","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","19"
"25044","Itter","Ittre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","38"
"25048","Geldenaken","Jodoigne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","65"
"25050","Terhulpen","La Hulpe","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","30"
"25068","Mont-Saint-Guibert","Mont-Saint-Guibert","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","24"
"25072","Nijvel","Nivelles","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","130"
"25084","Perwijs (Nijvel)","Perwez (Nivelles)","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","17"
"25091","Rixensart","Rixensart","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","95"
"25105","Tubeke","Tubize","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","166"
"25107","Villers-la-Ville","Villers-la-Ville","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","28"
"25110","Waterloo","Waterloo","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","115"
"25112","Waver","Wavre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","134"
"25117","Chastre","Chastre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","15"
"25118","HÃ©lÃ©cine","HÃ©lÃ©cine","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","19"
"25119","Lasne","Lasne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","44"
"25120","Orp-Jauche","Orp-Jauche","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","18"
"25121","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","108"
"25122","Ramillies","Ramillies","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","8"
"25123","Rebecq","Rebecq","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","72"
"25124","Walhain","Walhain","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","20"
"31003","Beernem","Beernem","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","128"
"31004","Blankenberge","Blankenberge","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","57"
"31005","Brugge","Bruges","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","779"
"31006","Damme","Damme","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","83"
"31012","Jabbeke","Jabbeke","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","54"
"31022","Oostkamp","Oostkamp","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","178"
"31033","Torhout","Torhout","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","137"
"31040","Zedelgem","Zedelgem","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","121"
"31042","Zuienkerke","Zuienkerke","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","9"
"31043","Knokke-Heist","Knokke-Heist","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","174"
"32003","Diksmuide","Dixmude","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","56"
"32006","Houthulst","Houthulst","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","63"
"32010","Koekelare","Koekelare","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","27"
"32011","Kortemark","Kortemark","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","45"
"32030","Lo-Reninge","Lo-Reninge","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","17"
"33011","Ieper","Ypres","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","281"
"33016","Mesen","Messines","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","7"
"33021","Poperinge","Poperinge","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","91"
"33029","Wervik","Wervik","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","143"
"33037","Zonnebeke","Zonnebeke","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","54"
"33039","Heuvelland","Heuvelland","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","23"
"33040","Langemark-Poelkapelle","Langemark-Poelkapelle","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","36"
"33041","Vleteren","Vleteren","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","6"
"34002","Anzegem","Anzegem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","100"
"34003","Avelgem","Avelgem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","62"
"34009","Deerlijk","Deerlijk","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","79"
"34013","Harelbeke","Harelbeke","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","279"
"34022","Kortrijk","Courtrai","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","587"
"34023","Kuurne","Kuurne","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","94"
"34025","Lendelede","Lendelede","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","39"
"34027","Menen","Menin","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","293"
"34040","Waregem","Waregem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","361"
"34041","Wevelgem","Wevelgem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","214"
"34042","Zwevegem","Zwevegem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","137"
"34043","Spiere-Helkijn","Espierres-Helchin","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","11"
"35002","Bredene","Bredene","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","70"
"35005","Gistel","Gistel","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","51"
"35006","Ichtegem","Ichtegem","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","71"
"35011","Middelkerke","Middelkerke","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","63"
"35013","Oostende","Ostende","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","380"
"35014","Oudenburg","Oudenburg","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","39"
"35029","De Haan","De Haan","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","70"
"36006","Hooglede","Hooglede","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","51"
"36007","Ingelmunster","Ingelmunster","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","70"
"36008","Izegem","Izegem","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","162"
"36010","Ledegem","Ledegem","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","72"
"36011","Lichtervelde","Lichtervelde","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","44"
"36012","Moorslede","Moorslede","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","81"
"36015","Roeselare","Roulers","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","396"
"36019","Staden","Staden","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","43"
"37002","Dentergem","Dentergem","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","44"
"37007","Meulebeke","Meulebeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","41"
"37010","Oostrozebeke","Oostrozebeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","38"
"37011","Pittem","Pittem","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","31"
"37012","Ruiselede","Ruiselede","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","31"
"37015","Tielt (Tielt)","Tielt (Tielt)","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","106"
"37017","Wielsbeke","Wielsbeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","40"
"37018","Wingene","Wingene","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","135"
"37020","Ardooie","Ardooie","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","38"
"38002","Alveringem","Alveringem","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","20"
"38008","De Panne","La Panne","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","35"
"38014","Koksijde","Koksijde","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","87"
"38016","Nieuwpoort","Nieuport","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","42"
"38025","Veurne","Furnes","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","39"
"41002","Aalst (Aalst)","Alost (Alost)","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","536"
"41011","Denderleeuw","Denderleeuw","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","107"
"41018","Geraardsbergen","Grammont","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","111"
"41024","Haaltert","Haaltert","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","178"
"41027","Herzele","Herzele","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","80"
"41034","Lede","Lede","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","79"
"41048","Ninove","Ninove","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","203"
"41063","Sint-Lievens-Houtem","Sint-Lievens-Houtem","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","28"
"41081","Zottegem","Zottegem","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","78"
"41082","Erpe-Mere","Erpe-Mere","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","137"
"42003","Berlare","Berlare","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","61"
"42004","Buggenhout","Buggenhout","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","102"
"42006","Dendermonde","Termonde","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","253"
"42008","Hamme (Dendermonde)","Hamme (Termonde)","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","174"
"42010","Laarne","Laarne","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","31"
"42011","Lebbeke","Lebbeke","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","92"
"42023","Waasmunster","Waasmunster","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","64"
"42025","Wetteren","Wetteren","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","140"
"42026","Wichelen","Wichelen","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","101"
"42028","Zele","Zele","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","132"
"43002","Assenede","Assenede","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","87"
"43005","Eeklo","Eeklo","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","83"
"43007","Kaprijke","Kaprijke","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","38"
"43010","Maldegem","Maldegem","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","74"
"43014","Sint-Laureins","Sint-Laureins","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","19"
"43018","Zelzate","Zelzate","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","26"
"44012","De Pinte","De Pinte","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","25"
"44013","Destelbergen","Destelbergen","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","72"
"44019","Evergem","Evergem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","222"
"44020","Gavere","Gavere","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","47"
"44021","Gent","Gand","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","834"
"44034","Lochristi","Lochristi","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","87"
"44040","Melle","Melle","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","37"
"44043","Merelbeke","Merelbeke","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","84"
"44045","Moerbeke (Gent)","Moerbeke (Gand)","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","24"
"44048","Nazareth","Nazareth","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","21"
"44052","Oosterzele","Oosterzele","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","31"
"44064","Sint-Martens-Latem","Sint-Martens-Latem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","50"
"44073","Wachtebeke","Wachtebeke","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","96"
"44081","Zulte","Zulte","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","57"
"44083","Deinze","Deinze","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","113"
"44084","Aalter","Aalter","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","116"
"44085","Lievegem","Lievegem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","164"
"45035","Oudenaarde","Audenarde","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","187"
"45041","Ronse","Renaix","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","239"
"45059","Brakel","Brakel","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","41"
"45060","Kluisbergen","Kluisbergen","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","26"
"45061","Wortegem-Petegem","Wortegem-Petegem","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","34"
"45062","Horebeke","Horebeke","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","20"
"45063","Lierde","Lierde","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","13"
"45064","Maarkedal","Maarkedal","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","42"
"45065","Zwalm","Zwalin","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","16"
